993	file	stealth_consistency.rs	crates/z00z_core/tests/assets/stealth_consistency.rs	—	test_stealth_consistency.rs
994	file	corrupted_data_handling.rs	crates/z00z_crypto/tests/corrupted_data_handling.rs	—	test_corrupted_data_handling.rs
995	file	hash_zk_snapshots.rs	crates/z00z_crypto/tests/hash_zk_snapshots.rs	—	test_hash_zk_snapshots.rs
996	file	perf_guards.rs	crates/z00z_crypto/tests/perf_guards.rs	—	test_perf_guards.rs
997	file	security_edge_cases.rs	crates/z00z_crypto/tests/security_edge_cases.rs	—	test_security_edge_cases.rs
998	file	zkpack_domain_verification.rs	crates/z00z_crypto/tests/zkpack_domain_verification.rs	—	test_zkpack_domain_verification.rs
999	fn	assert_scan_result_timestamp_in_window	crates/z00z_wallets/src/core/address/optimized_scanner.rs	297	assert_scan_result_in_window
1000	fn	build_output_core_for_fixed_sender_inputs	crates/z00z_wallets/src/core/stealth/test_output.rs	129	build_fixed_sender_output_core
1001	fn	build_output_state_with_r_and_rng	crates/z00z_wallets/src/core/stealth/output_build.rs	194	build_output_state_with_rng
1002	fn	build_tx_stealth_output_with_serial	crates/z00z_wallets/src/core/stealth/output.rs	537	build_tx_stealth_output_serial
1003	fn	decode_tx_input_asset_id_hex	crates/z00z_wallets/src/core/tx/tx_wire_types.rs	197	decode_tx_input_asset_id
1004	test fn	scenario1_roundtrip_rejects_canonical_chain_scope_tamper_before_stage11	crates/z00z_simulator/tests/test_scenario1_tx_proof_roundtrip.rs	81	test_scenario1_canonical_chain_tamper
1005	test fn	stage11_keeps_checkpoint_apply_as_second_seam	crates/z00z_simulator/tests/test_checkpoint_acceptance.rs	333	test_stage11_checkpoint_second_seam
1006	test fn	test_artifact_decoder_rejects_noncanonical_suite	crates/z00z_wallets/tests/test_spend_proof_backend.rs	343	test_artifact_decoder_noncanonical_suite
1007	test fn	test_backend_rejects_membership_leaf_tamper	crates/z00z_wallets/tests/test_spend_proof_backend.rs	260	test_backend_membership_leaf_tamper
1008	test fn	test_backend_rejects_membership_path_tamper	crates/z00z_wallets/tests/test_spend_proof_backend.rs	241	test_backend_membership_path_tamper
1009	test fn	test_backend_rejects_membership_proof_tamper	crates/z00z_wallets/tests/test_spend_proof_backend.rs	227	test_backend_membership_proof_tamper
1010	test fn	test_backend_rejects_noncanonical_suite_artifact	crates/z00z_wallets/tests/test_spend_proof_backend.rs	330	test_backend_noncanonical_suite_artifact
1011	test fn	test_backend_rejects_prev_root_tamper	crates/z00z_wallets/tests/test_spend_proof_backend.rs	211	test_backend_prev_root_tamper
1012	test fn	test_backend_rejects_range_relation_tamper	crates/z00z_wallets/tests/test_spend_proof_backend.rs	303	test_backend_range_relation_tamper
1013	test fn	test_backend_rejects_statement_only_stmt	crates/z00z_wallets/tests/test_spend_proof_backend.rs	198	test_backend_statement_only_stmt
1014	test fn	test_backend_rejects_theorem_payload_drift	crates/z00z_wallets/tests/test_spend_proof_backend.rs	95	test_backend_theorem_payload_drift
1015	test fn	test_backend_rejects_wrong_prefix_artifact	crates/z00z_wallets/tests/test_spend_proof_backend.rs	317	test_backend_wrong_prefix_artifact
1016	test fn	test_package_digest_asset_id_hex	crates/z00z_wallets/tests/test_spend_statement.rs	273	test_package_digest_id_hex
1017	test fn	test_phase040_theorem_boundary_tracks_final_closure	crates/z00z_simulator/tests/test_scenario1_stage_surface.rs	745	test_phase040_theorem_boundary_closure
1018	test fn	test_recv_claim_asset_rejects_invalid_owner_signature	crates/z00z_wallets/src/services/test_wallet_service_suite.rs	1107	test_recv_claim_invalid_signature
1019	test fn	test_shortcuts_stay_out_of_live_tx_package_surface	crates/z00z_simulator/tests/test_scenario1_stage_surface.rs	706	test_shortcuts_tx_package_surface
1020	test fn	test_support_fixture_keeps_theorem_public_inputs_aligned	crates/z00z_wallets/tests/test_spend_proof_backend.rs	352	test_support_public_inputs_aligned
1021	test fn	test_verifier_bad_output_range_proof	crates/z00z_wallets/tests/test_tx_proof_verifier.rs	324	test_verifier_output_range_proof
1022	test fn	test_verifier_missing_output_owner_tag	crates/z00z_wallets/tests/test_tx_proof_verifier.rs	267	test_verifier_missing_owner_tag
1023	test fn	test_verifier_missing_output_r_pub	crates/z00z_wallets/tests/test_tx_proof_verifier.rs	244	test_verifier_missing_r_pub
1024	test fn	test_verifier_output_leaf_ad_drift_rejects_statement	crates/z00z_wallets/tests/test_tx_proof_verifier.rs	290	test_verifier_output_drift_statement
1025	test fn	test_verifier_rejects_noncanonical_suite_artifact	crates/z00z_wallets/tests/test_tx_proof_verifier.rs	203	test_verifier_noncanonical_suite_artifact
1026	test fn	test_verifier_rejects_wrong_prefix_artifact	crates/z00z_wallets/tests/test_tx_proof_verifier.rs	185	test_verifier_wrong_prefix_artifact
1027	fn	verify_spend_witness_gate_with_membership	crates/z00z_simulator/src/scenario_1/stage_4_utils/tx_validation_gates.rs	186	verify_spend_witness_gate_membership
1028	fn	write_claim_pkg_bundle_with_auth	crates/z00z_simulator/tests/test_claim_pkg_crypto_support.rs	195	write_claim_bundle_with_auth
1029	test fn	stage11_rejects_root_drift	crates/z00z_simulator/tests/test_checkpoint_acceptance.rs	402	test_stage11_rejects_root_drift
1030	fn	verify_spend_witness_gate_with_membership	crates/z00z_wallets/src/core/tx/witness_gate.rs	324	verify_spend_witness_gate_membership
